Protein Name,DFR_Weights,DFR_Ranked_Weights,pDP_values,Sequence_Length
HXA4,36,13,0.9484,
HXA4,36,13,0.9441,
HXA4,36,13,0.9376,
HXA4,36,13,0.9343,
HXA4,36,13,0.9298,
HXA4,36,13,0.9265,
HXA4,36,13,0.9256,
HXA4,36,13,0.9282,
HXA4,36,13,0.9311,
HXA4,36,13,0.9304,
HXA4,36,13,0.9329,
HXA4,36,13,0.925,
HXA4,36,13,0.9293,
HXA4,36,13,0.9321,
HXA4,36,13,0.9444,
HXA4,36,13,0.9419,
HXA4,36,13,0.9404,
HXA4,36,13,0.9425,
HXA4,36,13,0.9444,
HXA4,36,13,0.9382,
HXA4,36,13,0.9424,
HXA4,36,13,0.9427,
HXA4,36,13,0.9427,
HXA4,36,13,0.9403,
HXA4,36,13,0.938,
HXA4,36,13,0.9369,
HXA4,36,13,0.9391,
HXA4,36,13,0.9523,
HXA4,36,13,0.9613,
HXA4,36,13,0.9669,
HXA4,36,13,0.9702,
HXA4,36,13,0.9711,
HXA4,36,13,0.9709,
HXA4,36,13,0.9707,
HXA4,36,13,0.9705,
HXA4,36,13,0.9713,
HXA4,36,13,0.9714,
HXA4,36,13,0.9719,
HXA4,36,13,0.9709,
HXA4,36,13,0.9662,
HXA4,36,13,0.9473,
HXA4,36,13,0.9226,
HXA4,36,13,0.8873,
HXA4,36,13,0.8425,
HXA4,36,13,0.7787,
HXA4,36,13,0.7307,
HXA4,36,13,0.679,
HXA4,36,13,0.6621,
HXA4,36,13,0.6507,
HXA4,36,13,0.6299,
HXA4,36,13,0.6334,
HXA4,36,13,0.6234,
HXA4,36,13,0.6141,
HXA4,36,13,0.6253,
HXA4,36,13,0.6766,
HXA4,36,13,0.713,
HXA4,36,13,0.783,
HXA4,36,13,0.8283,
HXA4,36,13,0.8814,
HXA4,36,13,0.9218,
HXA4,36,13,0.9424,
HXA4,36,13,0.9527,
HXA4,36,13,0.9598,
HXA4,36,13,0.963,
HXA4,36,13,0.9646,
HXA4,36,13,0.9616,
HXA4,36,13,0.9613,
HXA4,36,13,0.9586,
HXA4,36,13,0.9516,
HXA4,36,13,0.9355,
HXA4,36,13,0.8983,
HXA4,36,13,0.867,
HXA4,36,13,0.8163,
HXA4,36,13,0.7591,
HXA4,36,13,0.6732,
HXA4,36,13,0.6186,
HXA4,36,13,0.6352,
HXA4,36,13,0.6044,
HXA4,36,13,0.6082,
HXA4,36,13,0.638,
HXA4,36,13,0.7144,
HXA4,36,13,0.7994,
HXA4,36,13,0.8872,
HXA4,36,13,0.933,
HXA4,36,13,0.9516,
HXA4,36,13,0.9636,
HXA4,36,13,0.9694,
HXA4,36,13,0.9745,
HXA4,36,13,0.9767,
HXA4,36,13,0.9782,
HXA4,36,13,0.9794,
HXA4,36,13,0.9801,
HXA4,36,13,0.981,
HXA4,36,13,0.9817,
HXA4,36,13,0.9818,
HXA4,36,13,0.9822,
HXA4,36,13,0.9822,
HXA4,36,13,0.9827,
HXA4,36,13,0.9832,
HXA4,36,13,0.9837,
HXA4,36,13,0.9837,
HXA4,36,13,0.9838,
HXA4,36,13,0.9836,
HXA4,36,13,0.9835,
HXA4,36,13,0.9834,
HXA4,36,13,0.9831,
HXA4,36,13,0.9819,
HXA4,36,13,0.9808,
HXA4,36,13,0.9794,
HXA4,36,13,0.978,
HXA4,36,13,0.9754,
HXA4,36,13,0.9732,
HXA4,36,13,0.9715,
HXA4,36,13,0.9689,
HXA4,36,13,0.9674,
HXA4,36,13,0.9664,
HXA4,36,13,0.9708,
HXA4,36,13,0.9736,
HXA4,36,13,0.9727,
HXA4,36,13,0.9723,
HXA4,36,13,0.9723,
HXA4,36,13,0.9728,
HXA4,36,13,0.9728,
HXA4,36,13,0.9735,
HXA4,36,13,0.9738,
HXA4,36,13,0.9753,
HXA4,36,13,0.9776,
HXA4,36,13,0.9776,
HXA4,36,13,0.9781,
HXA5,35,7,0.7156,
HXA5,35,7,0.6696,
HXA5,35,7,0.6578,
HXA5,35,7,0.6418,
HXA5,35,7,0.6747,
HXA5,35,7,0.7091,
HXA5,35,7,0.7221,
HXA5,35,7,0.6964,
HXA5,35,7,0.6646,
HXA5,35,7,0.6093,
HXA5,35,7,0.6277,
HXA5,35,7,0.6434,
HXA5,35,7,0.6993,
HXA5,35,7,0.7233,
HXA5,35,7,0.7669,
HXA5,35,7,0.8273,
HXA5,35,7,0.8399,
HXA5,35,7,0.8394,
HXA5,35,7,0.8322,
HXA5,35,7,0.8159,
HXA5,35,7,0.7879,
HXA5,35,7,0.7927,
HXA5,35,7,0.8035,
HXA5,35,7,0.8317,
HXA5,35,7,0.8627,
HXA5,35,7,0.9059,
HXA5,35,7,0.923,
HXA5,35,7,0.946,
HXA5,35,7,0.9602,
HXA5,35,7,0.9716,
HXA5,35,7,0.9751,
HXA5,35,7,0.9757,
HXA5,35,7,0.9732,
HXA5,35,7,0.9703,
HXA5,35,7,0.9676,
HXA5,35,7,0.9633,
HXA5,35,7,0.9626,
HXA5,35,7,0.9566,
HXA5,35,7,0.9626,
HXA5,35,7,0.9619,
HXA5,35,7,0.9629,
HXA5,35,7,0.9675,
HXA5,35,7,0.9702,
HXA5,35,7,0.9715,
HXA5,35,7,0.9723,
HXA5,35,7,0.9716,
HXA5,35,7,0.9751,
HXA5,35,7,0.9771,
HXA5,35,7,0.9807,
HXA5,35,7,0.9815,
HXA5,35,7,0.9822,
HXA5,35,7,0.9823,
HXA5,35,7,0.9822,
HXA5,35,7,0.9816,
HXA5,35,7,0.9805,
HXA5,35,7,0.9786,
HXA5,35,7,0.9763,
HXA5,35,7,0.9746,
HXA5,35,7,0.973,
HXA5,35,7,0.9703,
HXA5,35,7,0.9678,
HXA5,35,7,0.9687,
HXA5,35,7,0.9676,
HXA5,35,7,0.9673,
HXA5,35,7,0.97,
HXA5,35,7,0.9721,
HXA5,35,7,0.9747,
HXA5,35,7,0.9768,
HXA5,35,7,0.979,
HXA5,35,7,0.9798,
HXA5,35,7,0.9805,
HXA5,35,7,0.9815,
HXA5,35,7,0.9821,
HXA5,35,7,0.9829,
HXA5,35,7,0.9834,
HXA5,35,7,0.9838,
HXA5,35,7,0.9839,
HXA5,35,7,0.9841,
HXA5,35,7,0.9841,
HXA5,35,7,0.9841,
HXA5,35,7,0.984,
HXA5,35,7,0.984,
HXA5,35,7,0.9841,
HXA5,35,7,0.9838,
HXA5,35,7,0.9836,
HXA5,35,7,0.9826,
HXA5,35,7,0.9818,
HXA5,35,7,0.9804,
HXA5,35,7,0.9789,
HXA5,35,7,0.9772,
HXA5,35,7,0.9743,
HXA5,35,7,0.9724,
HXA5,35,7,0.9704,
HXA5,35,7,0.9682,
HXA5,35,7,0.9701,
HXA5,35,7,0.969,
HXA5,35,7,0.9677,
HXA5,35,7,0.9703,
HXA5,35,7,0.973,
HXA5,35,7,0.9744,
HXA5,35,7,0.9753,
HXA5,35,7,0.9762,
HXA5,35,7,0.9769,
HXA5,35,7,0.9767,
HXA5,35,7,0.977,
HXA5,35,7,0.9768,
HXA5,35,7,0.977,
HXA5,35,7,0.9784,
HXA5,35,7,0.981,
HXA5,35,7,0.9821,
HXA5,35,7,0.9829,
HXA5,35,7,0.9835,
HXA5,35,7,0.9838,
HXA5,35,7,0.9842,
HXA5,35,7,0.9846,
HXA5,35,7,0.9848,
HXA5,35,7,0.9848,
HXA5,35,7,0.9846,
HXA5,35,7,0.9843,
HXA5,35,7,0.9838,
HXA5,35,7,0.9835,
HXA5,35,7,0.9833,
HXA5,35,7,0.9832,
HXA5,35,7,0.9831,
HXA5,35,7,0.9833,
HXA5,35,7,0.9832,
HXA5,35,7,0.9832,
HXA5,35,7,0.9825,
HXA5,35,7,0.983,
HXA5,35,7,0.9828,
HXA5,35,7,0.9828,
HXA5,35,7,0.9828,
HXA5,35,7,0.9827,
HXA5,35,7,0.9827,
HXA5,35,7,0.9824,
HXA5,35,7,0.982,
HXA5,35,7,0.9818,
HXA5,35,7,0.9814,
HXA5,35,7,0.9808,
HXA5,35,7,0.9806,
HXA5,35,7,0.9808,
HXA5,35,7,0.9808,
HXA5,35,7,0.9808,
HXA5,35,7,0.9808,
HXA5,35,7,0.9807,
HXA5,35,7,0.9805,
HXA5,35,7,0.981,
HXA5,35,7,0.9812,
HXA5,35,7,0.9819,
HXA5,35,7,0.9817,
HXA5,35,7,0.9823,
HXA5,35,7,0.9822,
HXA5,35,7,0.9827,
HXA5,35,7,0.9823,
HXA5,35,7,0.9822,
HXA5,35,7,0.9818,
HXA5,35,7,0.9808,
HXA5,35,7,0.9782,
HXA5,35,7,0.9755,
HXA5,35,7,0.9716,
HXA5,35,7,0.9655,
HXA5,35,7,0.9557,
HXA5,35,7,0.9399,
HXA5,35,7,0.9199,
HXA5,35,7,0.8735,
HXA5,35,7,0.8121,
HXA5,35,7,0.7069,
HXA5,35,7,0.6564,
HXA5,35,7,0.7424,
HXA5,35,7,0.8239,
HXA5,35,7,0.8578,
HXA5,35,7,0.8778,
HXA5,35,7,0.9134,
HXA5,35,7,0.9233,
HXA5,35,7,0.9259,
HXA5,35,7,0.922,
HXA5,35,7,0.904,
HXA5,35,7,0.8647,
HXA5,35,7,0.7203,
HXA5,35,7,0.6112,
HXA5,35,7,0.7077,
HXA5,35,7,0.7483,
HXA5,35,7,0.8104,
HXA5,35,7,0.8497,
HXA5,35,7,0.8824,
HXA5,35,7,0.9173,
HXA5,35,7,0.9209,
HXA5,35,7,0.9302,
HXA5,35,7,0.9139,
HXA5,35,7,0.8741,
HXA6,34,31,0.6846,
HXA6,34,31,0.6853,
HXA6,34,31,0.6773,
HXA6,34,31,0.6044,
HXA6,34,31,0.6435,
HXA6,34,31,0.7477,
HXA6,34,31,0.796,
HXA6,34,31,0.8223,
HXA6,34,31,0.86,
HXA6,34,31,0.8712,
HXA6,34,31,0.8738,
HXA6,34,31,0.8691,
HXA6,34,31,0.8507,
HXA6,34,31,0.7972,
HXA6,34,31,0.6962,
HXA6,34,31,0.6317,
HXA6,34,31,0.6154,
HXA6,34,31,0.6182,
HXA6,34,31,0.6254,
HXA6,34,31,0.6261,
HXA6,34,31,0.6412,
HXA6,34,31,0.6722,
HXA6,34,31,0.7472,
HXA6,34,31,0.8107,
HXA6,34,31,0.8619,
HXA6,34,31,0.8926,
HXA6,34,31,0.9075,
HXA6,34,31,0.9196,
HXA6,34,31,0.9267,
HXA6,34,31,0.9216,
HXA6,34,31,0.9073,
HXA6,34,31,0.8946,
HXA6,34,31,0.8836,
HXA6,34,31,0.8735,
HXA6,34,31,0.8516,
HXA6,34,31,0.7761,
HXA6,34,31,0.7104,
HXA6,34,31,0.6697,
HXA6,34,31,0.6361,
HXA6,34,31,0.6124,
HXA6,34,31,0.6717,
HXA6,34,31,0.676,
HXA6,34,31,0.6778,
HXA6,34,31,0.6633,
HXA6,34,31,0.6676,
HXA6,34,31,0.6743,
HXA6,34,31,0.7086,
HXA6,34,31,0.748,
HXA6,34,31,0.7944,
HXA6,34,31,0.8511,
HXA6,34,31,0.8917,
HXA6,34,31,0.9346,
HXA6,34,31,0.954,
HXA6,34,31,0.968,
HXA6,34,31,0.976,
HXA6,34,31,0.9781,
HXA6,34,31,0.9797,
HXA6,34,31,0.981,
HXA6,34,31,0.9819,
HXA6,34,31,0.9819,
HXA6,34,31,0.9824,
HXA6,34,31,0.982,
HXA6,34,31,0.9814,
HXA6,34,31,0.9804,
HXA6,34,31,0.9798,
HXA6,34,31,0.9781,
HXA6,34,31,0.9768,
HXA6,34,31,0.9751,
HXA6,34,31,0.9734,
HXA6,34,31,0.9725,
HXA6,34,31,0.969,
HXA6,34,31,0.9626,
HXA6,34,31,0.9632,
HXA6,34,31,0.9567,
HXA6,34,31,0.9479,
HXA6,34,31,0.947,
HXA6,34,31,0.9478,
HXA6,34,31,0.9506,
HXA6,34,31,0.9524,
HXA6,34,31,0.9583,
HXA6,34,31,0.9665,
HXA6,34,31,0.9732,
HXA6,34,31,0.9769,
HXA6,34,31,0.979,
HXA6,34,31,0.9803,
HXA6,34,31,0.9789,
HXA6,34,31,0.9787,
HXA6,34,31,0.9786,
HXA6,34,31,0.9783,
HXA6,34,31,0.9774,
HXA6,34,31,0.9774,
HXA6,34,31,0.976,
HXA6,34,31,0.9758,
HXA6,34,31,0.9746,
HXA6,34,31,0.9722,
HXA6,34,31,0.9705,
HXA6,34,31,0.97,
HXA6,34,31,0.9671,
HXA6,34,31,0.9611,
HXA6,34,31,0.9593,
HXA6,34,31,0.9527,
HXA6,34,31,0.9383,
HXA6,34,31,0.9123,
HXA6,34,31,0.8704,
HXA6,34,31,0.7997,
HXA6,34,31,0.754,
HXA6,34,31,0.714,
HXA6,34,31,0.6717,
HXA6,34,31,0.6256,
HXA6,34,31,0.6096,
HXA6,34,31,0.6771,
HXA6,34,31,0.6954,
HXA6,34,31,0.7193,
HXA6,34,31,0.7287,
HXA6,34,31,0.7226,
HXA6,34,31,0.7022,
HXA6,34,31,0.6012,
HXA6,34,31,0.6036,
HXA6,34,31,0.6373,
HXA6,34,31,0.6935,
HXA6,34,31,0.788,
HXA6,34,31,0.869,
HXA6,34,31,0.9079,
HXA6,34,31,0.9306,
HXA6,34,31,0.945,
HXA6,34,31,0.9551,
HXA6,34,31,0.9624,
HXA6,34,31,0.9702,
HXA6,34,31,0.9755,
HXA6,34,31,0.9765,
HXA6,34,31,0.9787,
HXA6,34,31,0.98,
HXA6,34,31,0.981,
HXA6,34,31,0.9815,
HXA6,34,31,0.9825,
HXA6,34,31,0.9842,
HXA6,34,31,0.9851,
HXA6,34,31,0.9852,
HXA6,34,31,0.9854,
HXA6,34,31,0.9855,
HXA6,34,31,0.9851,
HXA6,34,31,0.9844,
HXA7,33,30,0.7286,
HXA7,33,30,0.6588,
HXA7,33,30,0.6093,
HXA7,33,30,0.6673,
HXA7,33,30,0.6959,
HXA7,33,30,0.7349,
HXA7,33,30,0.7884,
HXA7,33,30,0.8047,
HXA7,33,30,0.7957,
HXA7,33,30,0.7994,
HXA7,33,30,0.794,
HXA7,33,30,0.7673,
HXA7,33,30,0.7539,
HXA7,33,30,0.7227,
HXA7,33,30,0.6861,
HXA7,33,30,0.6211,
HXA7,33,30,0.6274,
HXA7,33,30,0.6137,
HXA7,33,30,0.6182,
HXA7,33,30,0.6021,
HXA7,33,30,0.7036,
HXA7,33,30,0.8027,
HXA7,33,30,0.8395,
HXA7,33,30,0.8507,
HXA7,33,30,0.8474,
HXA7,33,30,0.8466,
HXA7,33,30,0.8356,
HXA7,33,30,0.8117,
HXA7,33,30,0.7481,
HXA7,33,30,0.6583,
HXA7,33,30,0.6399,
HXA7,33,30,0.7008,
HXA7,33,30,0.7807,
HXA7,33,30,0.8495,
HXA7,33,30,0.8901,
HXA7,33,30,0.9207,
HXA7,33,30,0.9552,
HXA7,33,30,0.9575,
HXA7,33,30,0.9588,
HXA7,33,30,0.9594,
HXA7,33,30,0.9572,
HXA7,33,30,0.9534,
HXA7,33,30,0.9493,
HXA7,33,30,0.9546,
HXA7,33,30,0.9594,
HXA7,33,30,0.9632,
HXA7,33,30,0.9668,
HXA7,33,30,0.9652,
HXA7,33,30,0.9632,
HXA7,33,30,0.9625,
HXA7,33,30,0.9633,
HXA7,33,30,0.966,
HXA7,33,30,0.9702,
HXA7,33,30,0.973,
HXA7,33,30,0.9749,
HXA7,33,30,0.9768,
HXA7,33,30,0.9768,
HXA7,33,30,0.9768,
HXA7,33,30,0.9765,
HXA7,33,30,0.977,
HXA7,33,30,0.9773,
HXA7,33,30,0.974,
HXA7,33,30,0.9702,
HXA7,33,30,0.9664,
HXA7,33,30,0.9661,
HXA7,33,30,0.9676,
HXA7,33,30,0.9687,
HXA7,33,30,0.9701,
HXA7,33,30,0.976,
HXA7,33,30,0.9772,
HXA7,33,30,0.9798,
HXA7,33,30,0.9803,
HXA7,33,30,0.981,
HXA7,33,30,0.9811,
HXA7,33,30,0.981,
HXA7,33,30,0.9809,
HXA9,32,39,0.971,
HXA9,32,39,0.9696,
HXA9,32,39,0.9693,
HXA9,32,39,0.9587,
HXA9,32,39,0.9356,
HXA9,32,39,0.9041,
HXA9,32,39,0.8353,
HXA9,32,39,0.6973,
HXA9,32,39,0.6085,
HXA9,32,39,0.6259,
HXA9,32,39,0.6375,
HXA9,32,39,0.6182,
HXA9,32,39,0.6345,
HXA9,32,39,0.6785,
HXA9,32,39,0.7369,
HXA9,32,39,0.7278,
HXA9,32,39,0.7193,
HXA9,32,39,0.6967,
HXA9,32,39,0.6644,
HXA9,32,39,0.6508,
HXA9,32,39,0.6099,
HXA9,32,39,0.6358,
HXA9,32,39,0.648,
HXA9,32,39,0.6652,
HXA9,32,39,0.6603,
HXA9,32,39,0.6498,
HXA9,32,39,0.6324,
HXA9,32,39,0.6332,
HXA9,32,39,0.6478,
HXA9,32,39,0.658,
HXA9,32,39,0.7231,
HXA9,32,39,0.7472,
HXA9,32,39,0.7541,
HXA9,32,39,0.7343,
HXA9,32,39,0.6366,
HXA9,32,39,0.7045,
HXA9,32,39,0.8239,
HXA9,32,39,0.8458,
HXA9,32,39,0.863,
HXA9,32,39,0.866,
HXA9,32,39,0.8555,
HXA9,32,39,0.8562,
HXA9,32,39,0.8614,
HXA9,32,39,0.8804,
HXA9,32,39,0.9033,
HXA9,32,39,0.9216,
HXA9,32,39,0.9318,
HXA9,32,39,0.936,
HXA9,32,39,0.9384,
HXA9,32,39,0.9375,
HXA9,32,39,0.9318,
HXA9,32,39,0.9241,
HXA9,32,39,0.9188,
HXA9,32,39,0.9006,
HXA9,32,39,0.8868,
HXA9,32,39,0.876,
HXA9,32,39,0.8838,
HXA9,32,39,0.8872,
HXA9,32,39,0.8903,
HXA9,32,39,0.8895,
HXA9,32,39,0.8821,
HXA9,32,39,0.8744,
HXA9,32,39,0.8689,
HXA9,32,39,0.8554,
HXA9,32,39,0.8266,
HXA9,32,39,0.8064,
HXA9,32,39,0.7888,
HXA9,32,39,0.7532,
HXA9,32,39,0.7111,
HXA9,32,39,0.6528,
HXA9,32,39,0.606,
HXA9,32,39,0.6072,
HXA9,32,39,0.6571,
HXA9,32,39,0.7558,
HXA9,32,39,0.7964,
HXA9,32,39,0.8376,
HXA9,32,39,0.8614,
HXA9,32,39,0.8796,
HXA9,32,39,0.8976,
HXA9,32,39,0.9077,
HXA9,32,39,0.9145,
HXA9,32,39,0.9159,
HXA9,32,39,0.9168,
HXA9,32,39,0.9267,
HXA9,32,39,0.9466,
HXA9,32,39,0.9527,
HXA9,32,39,0.9569,
HXA9,32,39,0.9601,
HXA9,32,39,0.9627,
HXA9,32,39,0.9636,
HXA9,32,39,0.9641,
HXA9,32,39,0.9643,
HXA9,32,39,0.9642,
HXA9,32,39,0.9649,
HXA9,32,39,0.9673,
HXA9,32,39,0.9707,
HXA9,32,39,0.9762,
HXA9,32,39,0.9791,
HXA9,32,39,0.9809,
HXA9,32,39,0.9811,
HXA9,32,39,0.9807,
HXA9,32,39,0.9786,
HXA9,32,39,0.9761,
HXA9,32,39,0.9723,
HXA9,32,39,0.969,
HXA9,32,39,0.9654,
HXA9,32,39,0.9576,
HXA9,32,39,0.9524,
HXA9,32,39,0.9388,
HXA9,32,39,0.9255,
HXA9,32,39,0.9051,
HXA9,32,39,0.8864,
HXA9,32,39,0.8593,
HXA9,32,39,0.8256,
HXA9,32,39,0.7882,
HXA9,32,39,0.7637,
HXA9,32,39,0.7674,
HXA9,32,39,0.7482,
HXA9,32,39,0.7288,
HXA9,32,39,0.725,
HXA9,32,39,0.6919,
HXA9,32,39,0.681,
HXA9,32,39,0.6538,
HXA9,32,39,0.6224,
HXA9,32,39,0.6295,
HXA9,32,39,0.6966,
HXA9,32,39,0.808,
HXA9,32,39,0.8712,
HXA9,32,39,0.9256,
HXA9,32,39,0.9491,
HXA9,32,39,0.9559,
HXA9,32,39,0.9633,
HXA9,32,39,0.9701,
HXA9,32,39,0.9767,
HXA9,32,39,0.9755,
HXA9,32,39,0.9744,
HXA10,31,4,0.9128,
HXA10,31,4,0.9076,
HXA10,31,4,0.9048,
HXA10,31,4,0.8574,
HXA10,31,4,0.815,
HXA10,31,4,0.752,
HXA10,31,4,0.7095,
HXA10,31,4,0.7046,
HXA10,31,4,0.6927,
HXA10,31,4,0.6868,
HXA10,31,4,0.683,
HXA10,31,4,0.6408,
HXA10,31,4,0.6035,
HXA10,31,4,0.6106,
HXA10,31,4,0.691,
HXA10,31,4,0.8108,
HXA10,31,4,0.8802,
HXA10,31,4,0.9059,
HXA10,31,4,0.925,
HXA10,31,4,0.9351,
HXA10,31,4,0.9422,
HXA10,31,4,0.9477,
HXA10,31,4,0.9483,
HXA10,31,4,0.9519,
HXA10,31,4,0.954,
HXA10,31,4,0.96,
HXA10,31,4,0.9653,
HXA10,31,4,0.9691,
HXA10,31,4,0.9708,
HXA10,31,4,0.9691,
HXA10,31,4,0.9675,
HXA10,31,4,0.9623,
HXA10,31,4,0.9511,
HXA10,31,4,0.9414,
HXA10,31,4,0.9261,
HXA10,31,4,0.8846,
HXA10,31,4,0.8366,
HXA10,31,4,0.7661,
HXA10,31,4,0.7239,
HXA10,31,4,0.6761,
HXA10,31,4,0.6666,
HXA10,31,4,0.6166,
HXA10,31,4,0.6066,
HXA10,31,4,0.6237,
HXA10,31,4,0.6395,
HXA10,31,4,0.6461,
HXA10,31,4,0.6123,
HXA10,31,4,0.6167,
HXA10,31,4,0.6395,
HXA10,31,4,0.6742,
HXA10,31,4,0.7102,
HXA10,31,4,0.7362,
HXA10,31,4,0.7837,
HXA10,31,4,0.8661,
HXA10,31,4,0.8871,
HXA10,31,4,0.9075,
HXA10,31,4,0.9175,
HXA10,31,4,0.926,
HXA10,31,4,0.9211,
HXA10,31,4,0.9223,
HXA10,31,4,0.9282,
HXA10,31,4,0.9418,
HXA10,31,4,0.9491,
HXA10,31,4,0.9652,
HXA10,31,4,0.9664,
HXA10,31,4,0.9704,
HXA10,31,4,0.9724,
HXA10,31,4,0.9728,
HXA10,31,4,0.9729,
HXA10,31,4,0.9709,
HXA10,31,4,0.9708,
HXA10,31,4,0.9707,
HXA10,31,4,0.971,
HXA10,31,4,0.9723,
HXA10,31,4,0.9724,
HXA10,31,4,0.9709,
HXA10,31,4,0.968,
HXA10,31,4,0.9625,
HXA10,31,4,0.9548,
HXA10,31,4,0.9446,
HXA10,31,4,0.9402,
HXA10,31,4,0.9253,
HXA10,31,4,0.9157,
HXA10,31,4,0.8952,
HXA10,31,4,0.8671,
HXA10,31,4,0.8322,
HXA10,31,4,0.7156,
HXA10,31,4,0.6542,
HXA10,31,4,0.6505,
HXA10,31,4,0.6875,
HXA10,31,4,0.7527,
HXA10,31,4,0.8182,
HXA10,31,4,0.8856,
HXA10,31,4,0.9164,
HXA10,31,4,0.9531,
HXA10,31,4,0.9578,
HXA10,31,4,0.9601,
HXA10,31,4,0.9603,
HXA10,31,4,0.96,
HXA10,31,4,0.9457,
HXA10,31,4,0.9461,
HXA10,31,4,0.946,
HXA10,31,4,0.9452,
HXA10,31,4,0.9454,
HXA10,31,4,0.9434,
HXA10,31,4,0.9464,
HXA10,31,4,0.9444,
HXA10,31,4,0.9313,
HXA10,31,4,0.9306,
HXA10,31,4,0.9116,
HXA10,31,4,0.9036,
HXA10,31,4,0.8853,
HXA10,31,4,0.8762,
HXA10,31,4,0.8583,
HXA10,31,4,0.8467,
HXA10,31,4,0.8427,
HXA10,31,4,0.813,
HXA10,31,4,0.7883,
HXA10,31,4,0.7185,
HXA10,31,4,0.6561,
HXA10,31,4,0.6055,
HXA10,31,4,0.6706,
HXA10,31,4,0.7409,
HXA10,31,4,0.7926,
HXA10,31,4,0.8155,
HXA10,31,4,0.8257,
HXA10,31,4,0.8275,
HXA10,31,4,0.8468,
HXA10,31,4,0.8381,
HXA10,31,4,0.8517,
HXA10,31,4,0.842,
HXA10,31,4,0.8227,
HXA10,31,4,0.8453,
HXA10,31,4,0.8194,
HXA10,31,4,0.8101,
HXA10,31,4,0.792,
HXA10,31,4,0.7625,
HXA10,31,4,0.745,
HXA10,31,4,0.6822,
HXA10,31,4,0.613,
HXA10,31,4,0.6642,
HXA10,31,4,0.649,
HXA10,31,4,0.6421,
HXA10,31,4,0.6325,
HXA10,31,4,0.6139,
HXA10,31,4,0.6268,
HXA10,31,4,0.6843,
HXA10,31,4,0.7405,
HXA10,31,4,0.7852,
HXA10,31,4,0.8268,
HXA10,31,4,0.8625,
HXA10,31,4,0.9002,
HXA10,31,4,0.9241,
HXA10,31,4,0.9435,
HXA10,31,4,0.9571,
HXA10,31,4,0.9669,
HXA10,31,4,0.9726,
HXA10,31,4,0.9779,
HXA10,31,4,0.9795,
HXA10,31,4,0.98,
HXA10,31,4,0.9808,
HXA10,31,4,0.9811,
HXA10,31,4,0.9825,
HXA10,31,4,0.9827,
HXA10,31,4,0.9827,
HXA10,31,4,0.9822,
HXA10,31,4,0.9818,
HXA10,31,4,0.9811,
HXA10,31,4,0.9804,
HXA10,31,4,0.9802,
HXA10,31,4,0.98,
HXA10,31,4,0.9793,
HXA10,31,4,0.9785,
HXA10,31,4,0.9772,
HXA10,31,4,0.9761,
HXA10,31,4,0.9751,
HXA10,31,4,0.9743,
HXA10,31,4,0.9742,
HXA10,31,4,0.9729,
HXA10,31,4,0.9711,
HXA10,31,4,0.9678,
HXA10,31,4,0.9657,
HXA10,31,4,0.9634,
HXA10,31,4,0.9597,
HXA10,31,4,0.9612,
HXA10,31,4,0.9618,
HXA10,31,4,0.9617,
HXA10,31,4,0.9605,
HXA10,31,4,0.9591,
HXA10,31,4,0.9595,
HXA10,31,4,0.9599,
HXA10,31,4,0.9584,
HXA10,31,4,0.9546,
HXA10,31,4,0.9426,
HXA10,31,4,0.9368,
HXA10,31,4,0.9256,
HXA10,31,4,0.929,
HXA10,31,4,0.9457,
HXA10,31,4,0.9501,
HXA10,31,4,0.9633,
HXA10,31,4,0.9652,
HXA10,31,4,0.9671,
HXA10,31,4,0.9672,
HXA10,31,4,0.9632,
HXA10,31,4,0.9607,
HXA10,31,4,0.9572,
HXA10,31,4,0.9567,
HXA10,31,4,0.9579,
HXA10,31,4,0.963,
HXA10,31,4,0.9664,
HXA10,31,4,0.9664,
HXA10,31,4,0.9702,
HXA10,31,4,0.9715,
HXA10,31,4,0.9709,
HXA10,31,4,0.9696,
HXA10,31,4,0.9715,
HXA10,31,4,0.9746,
HXA10,31,4,0.9754,
HXA10,31,4,0.9768,
HXA10,31,4,0.978,
HXA10,31,4,0.9783,
HXA10,31,4,0.9789,
HXA10,31,4,0.979,
HXA10,31,4,0.9773,
HXA10,31,4,0.9765,
HXA10,31,4,0.9765,
HXA10,31,4,0.9788,
HXA10,31,4,0.9787,
HXA10,31,4,0.9778,
HXA10,31,4,0.9786,
HXA10,31,4,0.9777,
HXA10,31,4,0.9774,
HXA10,31,4,0.9775,
HXA10,31,4,0.9776,
HXA10,31,4,0.9784,
HXA10,31,4,0.9796,
HXA10,31,4,0.9811,
HXA10,31,4,0.9817,
HXA10,31,4,0.9827,
HXA10,31,4,0.9827,
HXA10,31,4,0.9828,
HXA10,31,4,0.9822,
HXA10,31,4,0.9815,
HXA10,31,4,0.981,
HXA10,31,4,0.9807,
HXA10,31,4,0.9807,
HXA10,31,4,0.9804,
HXA10,31,4,0.9807,
HXA10,31,4,0.9807,
HXA10,31,4,0.9805,
HXA10,31,4,0.98,
HXA10,31,4,0.9794,
HXA10,31,4,0.9783,
HXA10,31,4,0.976,
HXA10,31,4,0.9718,
HXA10,31,4,0.9656,
HXA10,31,4,0.9459,
HXA10,31,4,0.9057,
HXA10,31,4,0.8553,
HXA10,31,4,0.8203,
HXA10,31,4,0.7946,
HXA10,31,4,0.7904,
HXA10,31,4,0.7789,
HXA10,31,4,0.794,
